lemma,pos,ehitz_freq,syls,syl_n
bertaratu,V,6.858,ber-ta-ra-tu,4
bertatik,A,72.42,ber-ta-tik,3
bertikal,G,8.504,ber-ti-kal,3
bertikalki,A,4.389,ber-ti-kal-ki,4
bertize,N,0.823,ber-ti-ze,3
bertoko,G,12.893,ber-to-ko,3
bertokotu,N,0.549,ber-to-ko-tu,4
berton,A,23.866,ber-ton,2
agitu,V,1.646,a-gi-tu,3
bertotik,A,2.195,ber-to-tik,3
bertsio,N,16.733,ber-tsi-o,3
bertso,N,148.131,ber-tso,2
bertsoaldi,N,0.549,ber-tso-al-di,4
bertsogintza,N,2.743,ber-tso-gin-tza,4
bertsoka,A,0.549,ber-tso-ka,3
bertsolari,N,93.268,ber-tso-la-ri,4
bertsolaritza,N,29.078,ber-tso-la-ri-tza,5
bertsopaper,N,0.549,ber-tso-pa-per,4
agizko,G,3.292,a-giz-ko,3
bertsozale,G,7.132,ber-tso-za-le,4
bertsu,G,7.681,ber-tsu,2
bertute,N,12.07,ber-tu-te,3
bertutetsu,G,1.372,ber-tu-te-tsu,4
bertzalde,G,10.698,ber-tzal-de,3
bertze,D,60.075,ber-tze,2
bertzelako,G,3.017,ber-tze-la-ko,4
berun,N,3.84,be-run,2
aglomeratzaile,N,1.646,a-glo-me-ra-tzai-le,6
besarka,N,2.743,be-sar-ka,3
besarkada,N,13.167,be-sar-ka-da,4
besarkatu,V,17.556,be-sar-ka-tu,4
besaulki,N,4.115,be-saul-ki,3
beserdi,G,0.823,be-ser-di,3
besikula,N,3.017,be-si-ku-la,4
beso,N,38.404,be-so,2
besodun,G,0.823,be-so-dun,3
abeletxe,N,0.549,a-be-le-txe,4
agoa,N,3.84,a-go-a,3
besoetako,G,1.92,be-so-e-ta-ko,5
besoko,N,1.372,be-so-ko,3
besondo,N,0.549,be-son-do,3
besta,N,22.494,bes-ta,2
bestalde,N,422.174,bes-tal-de,3
beste,D,3950.438,bes-te,2
agonia,N,3.017,a-go-ni-a,4
bestela,C,256.761,bes-te-la,3
bestelako,G,129.203,bes-te-la-ko,4
bestelakotasun,N,0.823,bes-te-la-ko-ta-sun,6
bestelatsu,G,0.549,bes-te-la-tsu,4
besterendu,V,0.549,bes-te-ren-du,4
besterenganaketa,N,0.549,bes-te-ren-ga-na-ke-ta,7
besterenganatu,V,1.372,bes-te-ren-ga-na-tu,6
agor,G,1.646,a-gor,2
bestetarakotze,N,0.549,bes-te-ta-ra-ko-tze,6
bestetaratu,N,0.549,bes-te-ta-ra-tu,5
bestetzuk,O,1.372,bes-te-tzuk,3
beta,N,6.858,be-ta,2
betatu,V,1.646,be-ta-tu,3
betaurreko,N,9.327,be-tau-rre-ko,4
betaurrekodun,G,0.549,be-tau-rre-ko-dun,5
betazal,N,2.743,be-ta-zal,3
bete,V,428.757,be-te,2
agorte,N,0.549,a-gor-te,3
betearaz,V,0.823,be-te-a-raz,4
betearazpen,N,1.646,be-te-a-raz-pen,5
betebehar,N,20.848,be-te-be-har,4
betegarri,N,3.566,be-te-ga-rri,4
beteka,G,1.646,be-te-ka,3
betekada,N,1.92,be-te-ka-da,4
beteketa,N,0.823,be-te-ke-ta,4
betekizun,N,5.761,be-te-ki-zun,4
agortu,V,14.539,a-gor-tu,3
beteko,G,74.066,be-te-ko,3
betelan,N,0.549,be-te-lan,3
beterano,G,2.195,be-te-ra-no,4
beterinario,N,0.549,be-te-ri-na-ri-o,6
betetasun,N,2.469,be-te-ta-sun,4
betetze,N,5.486,be-te-tze,3
beti,A,1135.947,be-ti,2
betidanik,A,39.227,be-ti-da-nik,4
betiere,A,18.379,be-ti-e-re,4
betiereko,G,8.504,be-ti-e-re-ko,5
betiko,G,190.65,be-ti-ko,3
betikotasun,N,1.097,be-ti-ko-ta-sun,5
betile,N,0.823,be-ti-le,3
betilun,G,0.823,be-ti-lun,3
betirako,G,62.544,be-ti-ra-ko,4
betiro,A,0.823,be-ti-ro,3
betizu,N,0.549,be-ti-zu,3
betoker,G,1.372,be-to-ker,3
agregatu,N,1.097,a-gre-ga-tu,4
betondo,N,0.549,be-ton-do,3
betortz,N,0.823,be-tortz,2
betroi,G,0.823,be-troi,2
beure,N,1.646,beu-re,2
beuren,N,4.389,beu-ren,2
bezain,A,360.178,be-zain,2
bezainbat,D,14.539,be-zain-bat,3
bezainbatean,O,4.663,be-zain-ba-te-an,5
agresibitate,N,1.92,a-gre-si-bi-ta-te,6
bezainbeste,A,3.566,be-zain-bes-te,4
bezala,A,2313.314,be-za-la,3
bezalako,G,204.092,be-za-la-ko,4
bezalakoxe,G,2.469,be-za-la-ko-xe,5
bezalatsu,A,15.362,be-za-la-tsu,4
bezalaxe,A,143.193,be-za-la-xe,4
bezatu,V,0.549,be-za-tu,3
bezeria,N,1.372,be-ze-ri-a,4
bezero,N,15.636,be-ze-ro,3
bezpera,N,5.212,bez-pe-ra,3
agresibo,G,1.097,a-gre-si-bo,4
bezti,A,1.097,bez-ti,2
bezuza,N,1.372,be-zu-za,3
biarnes,G,0.823,bi-ar-nes,3
biba,O,7.681,bi-ba,2
bibalbio,N,3.017,bi-bal-bi-o,4
bibentzia,N,0.823,bi-ben-tzi-a,4
bibentziatu,N,0.549,bi-ben-tzi-a-tu,5
biblia,N,13.99,bi-bli-a,3
bibliko,G,0.823,bi-bli-ko,3
agresio,N,1.097,a-gre-si-o,4
bibliografia,N,18.654,bi-bli-o-gra-fi-a,6
bibliografiko,G,0.549,bi-bli-o-gra-fi-ko,6
biblioteka,N,9.601,bi-bli-o-te-ka,5
bibliotekari,N,0.823,bi-bli-o-te-ka-ri,6
bibote,N,7.407,bi-bo-te,3
bibotedun,G,1.92,bi-bo-te-dun,4
bibratu,V,0.549,bi-bra-tu,3
bibrazio,N,3.017,bi-bra-zi-o,4
bidaia,N,89.702,bi-da-ia,3
bidaiari,N,17.556,bi-da-ia-ri,4
abelgorri,N,1.92,a-bel-go-rri,4
agrupazio,N,0.549,a-gru-pa-zi-o,5
bidaiatu,V,2.195,bi-da-ia-tu,4
bidaldi,N,1.097,bi-dal-di,3
bidali,V,153.343,bi-da-li,3
bidalketa,N,3.84,bi-dal-ke-ta,4
bidalpen,N,0.549,bi-dal-pen,3
bidari,N,1.097,bi-da-ri,3
bidazti,N,2.469,bi-daz-ti,3
bide,N,723.374,bi-de,2
bidebanatze,N,1.097,bi-de-ba-na-tze,5
bidegabe,N,1.646,bi-de-ga-be,4
aguantatu,V,1.646,a-guan-ta-tu,4
bidegabekeria,N,7.132,bi-de-ga-be-ke-ri-a,7
bidegabeki,A,0.823,bi-de-ga-be-ki,5
bidegurutze,N,7.132,bi-de-gu-ru-tze,5
bidekari,G,0.549,bi-de-ka-ri,4
bidelagun,N,2.195,bi-de-la-gun,4
bidelapur,N,0.549,bi-de-la-pur,4
bidenabar,A,16.459,bi-de-na-bar,4
bideo,N,15.636,bi-de-o,3
bideozinta,G,0.549,bi-de-o-zin-ta,5
aguazil,N,3.84,a-gua-zil,3
bideokamera,N,3.84,bi-de-o-ka-me-ra,6
bideozaintza,G,1.372,bi-de-o-zain-tza,5
bider,N,51.297,bi-der,2
bideragarri,G,1.372,bi-de-ra-ga-rri,5
bideragarritasun,N,6.309,bi-de-ra-ga-rri-ta-sun,7
bideraketa,G,1.097,bi-de-ra-ke-ta,5
biderapen,N,0.823,bi-de-ra-pen,4
bideratu,V,36.484,bi-de-ra-tu,4
bideratzaile,N,0.549,bi-de-ra-tzai-le,5
bideratze,N,0.823,bi-de-ra-tze,4
agudo,G,12.893,a-gu-do,3
biderkadura,N,10.973,bi-der-ka-du-ra,5
biderkagai,N,1.646,bi-der-ka-gai,4
biderkaketa,G,14.264,bi-der-ka-ke-ta,5
biderkari,N,0.549,bi-der-ka-ri,4
biderkatu,V,5.486,bi-der-ka-tu,4
biderkatzaile,N,0.549,bi-der-ka-tzai-le,5
biderketa,N,2.743,bi-der-ke-ta,4
bidexka,N,6.035,bi-dex-ka,3
bidezidor,N,6.035,bi-de-zi-dor,4
agur,N,110.275,a-gur,2
bidezko,G,76.809,bi-dez-ko,3
bidezkotu,N,0.549,bi-dez-ko-tu,4
bidezkunde,N,0.549,bi-dez-kun-de,4
bidimentsional,N,0.549,bi-di-men-tsi-o-nal,6
bidoi,N,1.097,bi-doi,2
biela,N,1.097,bi-e-la,3
bi,D,10.15,bi,1
biga,N,2.743,bi-ga,2
bigantxa,N,0.549,bi-gan-txa,3
agure,N,24.14,a-gu-re,3
bigira,N,0.549,bi-gi-ra,3
bigun,G,16.733,bi-gun,2
bigundu,V,9.327,bi-gun-du,3
biguntasun,N,0.823,bi-gun-ta-sun,4
bihar,A,157.184,bi-har,2
biharamun,N,6.584,bi-ha-ra-mun,4
aguretxo,N,0.823,a-gu-re-txo,4
bihardanik,N,0.823,bi-har-da-nik,4
biharko,A,18.928,bi-har-ko,3
bihi,N,4.389,bi-hi,2
bihotz,N,135.513,bi-hotz,2
bihotzaldi,N,0.549,bi-ho-tzal-di,4
bihotzeko,N,18.654,bi-ho-tze-ko,4
agurgarri,G,3.566,a-gur-ga-rri,4
bihozbera,G,2.469,bi-hoz-be-ra,4
bihozkada,N,2.195,bi-hoz-ka-da,4
bihozkor,G,0.549,bi-hoz-kor,3
bihoztun,G,1.372,bi-hoz-tun,3
bihur,G,34.838,bi-hur,2
bihurdura,N,1.92,bi-hur-du-ra,4
bihurgailu,N,0.549,bi-hur-gai-lu,4
bihurgune,N,6.584,bi-hur-gu-ne,4
agurka,A,0.549,a-gur-ka,3
bihurgunetsu,G,0.549,bi-hur-gu-ne-tsu,5
bihurketa,N,1.92,bi-hur-ke-ta,4
bihurpen,N,3.292,bi-hur-pen,3
bihurri,G,12.893,bi-hu-rri,3
bihurrikeria,N,1.372,bi-hu-rri-ke-ri-a,6
bihurritasun,N,0.549,bi-hu-rri-ta-sun,5
bihurritu,V,3.566,bi-hu-rri-tu,4
bihurtu,V,226.86,bi-hur-tu,3
bijekzio,N,1.646,bi-jek-zi-o,4
agurtu,V,36.21,a-gur-tu,3
bijilatu,G,0.823,bi-ji-la-tu,4
bijilia,N,0.823,bi-ji-li-a,4
bikain,N,39.227,bi-kain,2
bikaindu,V,0.823,bi-kain-du,3
bikainki,A,0.823,bi-kain-ki,3
bikaintasun,N,1.372,bi-kain-ta-sun,4
bikarbonato,N,2.469,bi-kar-bo-na-to,5
bikario,N,9.327,bi-ka-ri-o,4
bike,N,1.92,bi-ke,2
biki,G,3.566,bi-ki,2
abeltzain,N,2.195,a-bel-tzain,3
agurtza,N,0.823,a-gur-tza,3
bikoiti,G,0.549,bi-koi-ti,3
bikoitz,G,15.087,bi-koitz,2
bikoizketa,N,0.823,bi-koiz-ke-ta,4
bikoiztasun,N,1.92,bi-koiz-ta-sun,4
bikoiztu,V,4.663,bi-koiz-tu,3
bikolore,N,0.549,bi-ko-lo-re,4
bikote,N,44.988,bi-ko-te,3
bikoteka,A,4.938,bi-ko-te-ka,4
biktima,N,13.99,bik-ti-ma,3
agustindar,G,2.195,a-gus-tin-dar,4
bikun,G,0.823,bi-kun,2
bila,A,333.844,bi-la,2
bilaka,A,13.99,bi-la-ka,3
bilakabide,N,3.566,bi-la-ka-bi-de,5
bilakaera,N,48.554,bi-la-ka-e-ra,5
bilakari,G,0.549,bi-la-ka-ri,4
bilakatu,V,73.243,bi-la-ka-tu,4
bilaketa,N,14.264,bi-la-ke-ta,4
aha,N,0.549,a-ha,2
bilakizun,G,0.549,bi-la-ki-zun,4
bilakuntza,N,2.195,bi-la-kun-tza,4
bilatu,V,121.248,bi-la-tu,3
bilatzaile,N,1.372,bi-la-tzai-le,4
bilatze,N,1.372,bi-la-tze,3
bilau,G,1.646,bi-lau,2
bilaukeria,N,0.549,bi-lau-ke-ri-a,5
bilbotar,G,6.584,bil-bo-tar,3
ahaide,N,15.91,a-hai-de,3
bildots,N,4.663,bil-dots,2
bildu,V,264.716,bil-du,2
bilduma,N,66.659,bil-du-ma,3
bilera,N,68.579,bi-le-ra,3
bilgailu,G,0.823,bil-gai-lu,3
bilgune,N,3.84,bil-gu-ne,3
bilinguismo,G,0.823,bi-lin-gu-is-mo,5
bilioi,N,3.017,bi-li-oi,3
bilketa,N,30.175,bil-ke-ta,3
ahaidego,N,0.549,a-hai-de-go,4
bilketari,N,2.469,bil-ke-ta-ri,4
bilkura,N,24.689,bil-ku-ra,3
billar,N,1.372,bi-llar,2
billete,N,5.486,bi-lle-te,3
bilo,N,0.549,bi-lo,2
biloba,N,4.663,bi-lo-ba,3
biltegi,N,9.601,bil-te-gi,3
biltegiratu,V,0.549,bil-te-gi-ra-tu,5
biltoki,N,4.389,bil-to-ki,3
ahaidetasun,N,3.292,a-hai-de-ta-sun,5
biltzaile,G,7.681,bil-tzai-le,3
biltzar,N,28.255,bil-tzar,2
biltzarkide,N,1.097,bil-tzar-ki-de,4
biltze,N,4.663,bil-tze,2
biluz,G,1.372,bi-luz,2
biluzi,G,3.84,bi-lu-zi,3
bina,D,7.681,bi-na,2
binaka,A,21.945,bi-na-ka,3
ahaire,N,0.823,a-hai-re,3
binan,A,1.646,bi-nan,2
binario,N,1.097,bi-na-ri-o,4
bineta,N,2.469,bi-ne-ta,3
bingo,N,0.549,bin-go,2
binomio,N,1.097,bi-no-mi-o,4
biofabrika,G,0.549,bi-o-fa-bri-ka,5
biogeografia,N,2.743,bi-o-ge-o-gra-fi-a,7
biogeokimiko,G,0.549,bi-o-ge-o-ki-mi-ko,7
biografia,N,6.309,bi-o-gra-fi-a,5
biokimika,N,0.549,bi-o-ki-mi-ka,5
biola,N,0.823,bi-o-la,3
biolatu,V,0.823,bi-o-la-tu,4
biolento,N,0.549,bi-o-len-to,4
biolentzia,N,18.928,bi-o-len-tzi-a,5
bioleta,G,2.469,bi-o-le-ta,4
biolin,N,1.92,bi-o-lin,3
biologia,N,9.601,bi-o-lo-gi-a,5
biologiko,G,5.486,bi-o-lo-gi-ko,5
biologikoki,A,0.549,bi-o-lo-gi-ko-ki,6
ahal,N,948.313,a-hal,2
biologo,N,1.92,bi-o-lo-go,4
biolontxelo,N,1.646,bi-o-lon-txe-lo,5
bioma,G,0.823,bi-o-ma,3
biomasa,N,1.372,bi-o-ma-sa,4
biopsia,N,1.097,bi-op-si-a,4
biosfera,N,10.424,bi-os-fe-ra,4
biostatiko,G,0.549,bi-os-ta-ti-ko,5
bioteknologia,N,0.549,bi-o-tek-no-lo-gi-a,7
biotopo,N,2.195,bi-o-to-po,4
bipi,G,0.549,bi-pi,2
bipil,G,0.549,bi-pil,2
bipildu,V,0.823,bi-pil-du,3
bipolar,G,0.823,bi-po-lar,3
birabarki,N,0.549,bi-ra-bar-ki,4
biradera,N,1.646,bi-ra-de-ra,4
biragarri,G,0.549,bi-ra-ga-rri,4
biragune,N,0.823,bi-ra-gu-ne,4
biraka,A,15.636,bi-ra-ka,3
birakari,G,0.549,bi-ra-ka-ri,4
abeltzaintza,N,7.681,a-bel-tzain-tza,4
biraketa,N,16.185,bi-ra-ke-ta,4
birakor,G,0.549,bi-ra-kor,3
bira,N,55.412,bi-ra,2
birao,N,2.743,bi-ra-o,3
biraoka,A,2.195,bi-ra-o-ka,4
biratu,V,5.212,bi-ra-tu,3
birbanaketa,N,1.646,bir-ba-na-ke-ta,5
birdeklinaketa,N,0.549,bir-de-kli-na-ke-ta,6
ahalbide,N,7.407,a-hal-bi-de,4
birfosforilazio,N,0.549,bir-fos-fo-ri-la-zi-o,7
birgaikuntza,N,2.195,bir-gai-kun-tza,4
biri,N,0.549,bi-ri,2
biribil,G,15.362,bi-ri-bil,3
biribildu,V,3.84,bi-ri-bil-du,4
biribilkatu,V,1.097,bi-ri-bil-ka-tu,5
ahalbideratu,V,1.097,a-hal-bi-de-ra-tu,6
biribilketa,N,2.469,bi-ri-bil-ke-ta,5
biribilki,A,0.549,bi-ri-bil-ki,4
birigarro,N,1.097,bi-ri-ga-rro,4
birika,N,10.15,bi-ri-ka,3
birjarpen,N,3.017,bir-jar-pen,3
birjina,G,29.626,bir-ji-na,3
birjintasun,N,0.549,bir-jin-ta-sun,4
birkonbertsio,N,0.549,bir-kon-ber-tsi-o,5
ahalbidetu,V,6.584,a-hal-bi-de-tu,5
birkonbinaketa,G,0.823,bir-kon-bi-na-ke-ta,6
birkonkista,N,0.549,bir-kon-kis-ta,4
birla,N,3.292,bir-la,2
birlandaketa,N,2.469,bir-lan-da-ke-ta,5
birmoldaketa,N,5.761,bir-mol-da-ke-ta,5
birote,N,0.549,bi-ro-te,3
ahaldun,N,6.035,a-hal-dun,3
birpasa,N,0.823,bir-pa-sa,3
birraitona,N,1.097,bi-rrai-to-na,4
birrin,N,0.549,bi-rrin,2
birrindu,V,5.212,bi-rrin-du,3
birritan,A,11.521,bi-rri-tan,3
birsarrera,N,0.549,bir-sa-rre-ra,4
birsorketa,G,0.549,bir-sor-ke-ta,4
birsorkuntza,N,1.92,bir-sor-kun-tza,4
birsortzaile,N,0.549,bir-sor-tzai-le,4
birtual,G,0.823,bir-tu-al,3
birtualitate,N,1.097,bir-tu-a-li-ta-te,6
birtualki,A,0.823,bir-tu-al-ki,4
birus,N,9.601,bi-rus,2
birziklapen,N,0.549,bir-zi-kla-pen,4
bis,N,20.848,bis,1
bisagra,N,0.549,bi-sa-gra,3
ahalegin,N,62.819,a-ha-le-gin,4
bisaia,N,0.549,bi-sa-ia,3
bisatu,V,0.823,bi-sa-tu,3
bisemia,N,1.097,bi-se-mi-a,4
bisera,N,1.646,bi-se-ra,3
bisigodo,G,0.823,bi-si-go-do,4
bisigu,N,4.938,bi-si-gu,3
bisir,N,1.097,bi-sir,2
bisita,N,37.307,bi-si-ta,3
bisitaldi,N,1.097,bi-si-tal-di,4
ahalegindu,V,47.183,a-ha-le-gin-du,5
bisitari,N,6.584,bi-si-ta-ri,4
bisitatu,V,14.813,bi-si-ta-tu,4
biskositate,N,0.823,bis-ko-si-ta-te,5
bisonte,N,2.195,bi-son-te,3
bista,N,13.716,bis-ta,2
bistako,G,3.84,bis-ta-ko,3
bistaratu,V,1.646,bis-ta-ra-tu,4
bisual,N,1.097,bi-su-al,3
bisualki,G,0.823,bi-su-al-ki,4
bisuteria,N,0.823,bi-su-te-ri-a,5
bisuts,N,0.823,bi-suts,2
bit,N,4.938,bit,1
bital,G,0.549,bi-tal,2
bitamina,N,10.15,bi-ta-mi-na,4
bitar,G,1.372,bi-tar,2
bitarte,N,33.192,bi-tar-te,3
bitartegabe,N,0.823,bi-tar-te-ga-be,5
bitartekari,N,4.938,bi-tar-te-ka-ri,5
bitartekaritza,N,2.469,bi-tar-te-ka-ri-tza,6
bitarteko,N,97.931,bi-tar-te-ko,4
bitartekotasun,N,1.097,bi-tar-te-ko-ta-sun,6
bitartekotza,N,1.646,bi-tar-te-ko-tza,5
bitasun,N,1.097,bi-ta-sun,3
abenda,N,1.646,a-ben-da,3
ahalegintxo,N,1.097,a-ha-le-gin-txo,5
bitrina,N,1.92,bi-tri-na,3
bits,N,0.823,bits,1
bitxi,N,49.103,bi-txi,2
bitxikeria,N,7.132,bi-txi-ke-ri-a,5
bitxiki,A,1.097,bi-txi-ki,3
bitxilore,N,0.549,bi-txi-lo-re,4
bitxitasun,N,0.823,bi-txi-ta-sun,4
bitzuk,D,0.549,bi-tzuk,2
biuniboko,G,0.549,bi-u-ni-bo-ko,5
ahalezko,G,3.292,a-ha-lez-ko,4
biunibokotasun,N,0.549,bi-u-ni-bo-ko-ta-sun,7
bizantziar,G,1.372,bi-zan-tzi-ar,4
bizar,N,14.813,bi-zar,2
bizarzuri,G,0.549,bi-zar-zu-ri,4
bizardun,G,3.566,bi-zar-dun,3
bizargin,N,0.823,bi-zar-gin,3
bizartsu,G,0.549,bi-zar-tsu,3
bizeprobintzia,N,0.549,bi-ze-pro-bin-tzi-a,6
bizi,N,1082.454,bi-zi,2
bizimaila,N,2.743,bi-zi-mai-la,4
ahalgarri,N,1.097,a-hal-ga-rri,4
biziagotu,V,0.823,bi-zi-a-go-tu,5
bizialdi,N,1.646,bi-zi-al-di,4
biziarteko,G,0.549,bi-zi-ar-te-ko,5
biziberritu,V,0.549,bi-zi-be-rri-tu,5
bizibide,N,7.955,bi-zi-bi-de,4
bizidun,G,20.848,bi-zi-dun,3
biziera,N,26.609,bi-zi-e-ra,4
bizigabe,G,0.549,bi-zi-ga-be,4
ahalgo,N,0.549,a-hal-go,3
bizigarri,N,1.372,bi-zi-ga-rri,4
bizigarritasun,N,0.549,bi-zi-ga-rri-ta-sun,6
bizigune,N,0.549,bi-zi-gu-ne,4
biziki,A,65.287,bi-zi-ki,3
bizikide,N,0.823,bi-zi-ki-de,4
bizikidetasun,N,0.823,bi-zi-ki-de-ta-sun,6
bizikidetza,N,0.549,bi-zi-ki-de-tza,5
bizikiro,G,0.549,bi-zi-ki-ro,4
bizikizun,N,1.097,bi-zi-ki-zun,4
bizikleta,N,16.185,bi-zi-kle-ta,4
ahalguztidun,G,2.469,a-hal-guz-ti-dun,5
bizikletari,N,1.372,bi-zi-kle-ta-ri,5
bizilagun,N,20.574,bi-zi-la-gun,4
bizileku,N,16.733,bi-zi-le-ku,4
bizimodu,N,40.05,bi-zi-mo-du,4
bizimolde,N,2.195,bi-zi-mol-de,4
bizio,N,4.663,bi-zi-o,3
biziotsu,G,0.549,bi-zi-o-tsu,4
bizipen,N,4.938,bi-zi-pen,3
bizipoz,N,1.097,bi-zi-poz,3
biziro,A,8.778,bi-zi-ro,3
bizitasun,N,7.132,bi-zi-ta-sun,4
bizitegi,N,1.646,bi-zi-te-gi,4
bizitoki,N,3.84,bi-zi-to-ki,4
bizitu,V,9.875,bi-zi-tu,3
bizitza,N,338.507,bi-zi-tza,3
bizitzaile,G,0.549,bi-zi-tzai-le,4
bizitzaldi,N,0.549,bi-zi-tzal-di,4
bizitzaro,N,0.549,bi-zi-tza-ro,4
ahalke,N,2.469,a-hal-ke,3
bizitze,N,8.504,bi-zi-tze,3
bizkaiera,N,20.848,biz-ka-ie-ra,4
bizkaitar,G,12.893,biz-kai-tar,3
bizkar,N,46.908,biz-kar,2
bizkarralde,N,1.372,biz-ka-rral-de,4
bizkarregi,G,0.549,biz-ka-rre-gi,4
bizkarreko,N,5.486,biz-ka-rre-ko,4
bizkarreratu,V,1.92,biz-ka-rre-ra-tu,5
ahalmen,N,65.562,a-hal-men,3
bizkarrezur,N,1.097,biz-ka-rre-zur,4
bizkarroi,G,1.097,biz-ka-rroi,3
bizki,N,1.097,biz-ki,2
bizkitartean,C,8.778,biz-ki-tar-te-an,5
bizkonde,N,1.097,biz-kon-de,3
bizkor,G,43.342,biz-kor,2
bizkorki,A,0.823,biz-kor-ki,3
bizkortasun,N,1.92,biz-kor-ta-sun,4
bizkortu,V,9.052,biz-kor-tu,3
bizkotxo,N,1.097,biz-ko-txo,3
ahalorde,G,1.372,a-ha-lor-de,4
bizpahiru,D,38.679,biz-pa-hi-ru,4
bizpalau,D,1.097,biz-pa-lau,3
biztanle,N,52.395,biz-tan-le,3
biztanlego,G,2.743,biz-tan-le-go,4
biztanleria,N,29.352,biz-tan-le-ri-a,5
biztanletza,G,0.549,biz-tan-le-tza,4
bla,N,1.92,bla,1
blaga,N,0.823,bla-ga,2
blai,A,9.327,blai,1
ahaltasun,N,0.549,a-hal-ta-sun,4
blaitu,V,1.097,blai-tu,2
blastoporo,N,0.549,blas-to-po-ro,4
blastozele,G,1.097,blas-to-ze-le,4
blok,N,0.549,blok,1
bloke,N,16.733,blo-ke,2
blokeatu,V,1.097,blo-ke-a-tu,4
blokeo,N,0.823,blo-ke-o,3
blues,N,2.743,blu-es,2
blusa,N,1.097,blu-sa,2
bo,O,2.195,bo,1
abendu,N,4.663,a-ben-du,3
ahaltsu,G,3.566,a-hal-tsu,3
boa,N,2.743,bo-a,2
bobina,N,5.212,bo-bi-na,3
bodega,N,1.372,bo-de-ga,3
bodegoi,N,0.549,bo-de-goi,3
boga,N,0.549,bo-ga,2
bohemio,G,0.823,bo-he-mi-o,4
boikot,N,1.097,boi-kot,2
bokadillo,G,1.92,bo-ka-di-llo,4
bokal,N,12.619,bo-kal,2
bokalarteko,G,0.549,bo-ka-lar-te-ko,5
ahamen,N,0.823,a-ha-men,3
bokale,N,5.486,bo-ka-le,3
bokarta,N,0.823,bo-kar-ta,3
bokata,N,1.372,bo-ka-ta,3
bokazio,N,6.584,bo-ka-zi-o,4
boki,G,0.549,bo-ki,2
bola,N,17.556,bo-la,2
bolada,N,23.317,bo-la-da,3
bolanta,N,0.549,bo-lan-ta,3
bolante,N,1.372,bo-lan-te,3
bolba,N,1.097,bol-ba,2
bolbora,N,1.646,bol-bo-ra,3
boligrafo,N,2.469,bo-li-gra-fo,4
bolkan,G,0.823,bol-kan,2
bolkaniko,G,0.823,bol-ka-ni-ko,4
bollo,N,0.549,bo-llo,2
bolo,N,1.646,bo-lo,2
bolondres,G,1.646,bo-lon-dres,3
boltxebike,N,0.549,bol-txe-bi-ke,4
bolumen,N,20.574,bo-lu-men,3
ahantzi,V,29.901,a-han-tzi,3
boluntario,G,1.92,bo-lun-ta-ri-o,5
boluntariotza,N,0.549,bo-lun-ta-ri-o-tza,6
boluntarismo,N,0.823,bo-lun-ta-ris-mo,5
boluntarista,G,0.549,bo-lun-ta-ris-ta,5
bon,O,5.212,bon,1
bonba,N,14.264,bon-ba,2
bonbaketa,G,1.646,bon-ba-ke-ta,4
bonbardaketa,N,1.646,bon-bar-da-ke-ta,5
bonbardatu,V,2.195,bon-bar-da-tu,4
bonbardero,N,0.823,bon-bar-de-ro,4
bonbilla,N,8.778,bon-bi-lla,3
bonboi,N,5.212,bon-boi,2
bonet,N,0.549,bo-net,2
boolear,G,0.549,bo-o-le-ar,4
boom,N,1.646,bo-om,2
borborka,A,2.469,bor-bor-ka,3
ahapaldi,N,10.973,a-ha-pal-di,4
borda,N,8.778,bor-da,2
bordari,N,0.549,bor-da-ri,3
bordatu,V,0.549,bor-da-tu,3
borne,N,1.372,bor-ne,2
boro,N,1.097,bo-ro,2
borobil,N,20.025,bo-ro-bil,3
borobildu,V,3.566,bo-ro-bil-du,4
borobiltxo,N,0.549,bo-ro-bil-txo,4
borondate,N,37.307,bo-ron-da-te,4
ahapeka,A,3.84,a-ha-pe-ka,4
borra,N,0.823,bo-rra,2
borragoma,N,2.195,bo-rra-go-ma,4
borrapantaila,G,0.823,bo-rra-pan-tai-la,5
borraska,N,0.549,bo-rras-ka,3
borratu,V,1.097,bo-rra-tu,3
borrero,N,3.017,bo-rre-ro,3
borroka,N,182.421,bo-rro-ka,3
borrokalari,G,6.309,bo-rro-ka-la-ri,5
borrokaldi,N,1.92,bo-rro-kal-di,4
borrokatu,V,18.654,bo-rro-ka-tu,4
bort,G,0.549,bort,1
borta,N,1.097,bor-ta,2
bortitz,G,15.362,bor-titz,2
bortizkeria,N,6.309,bor-tiz-ke-ri-a,5
bortizki,A,15.636,bor-tiz-ki,3
bortu,N,0.549,bor-tu,2
bortxa,N,3.292,bor-txa,2
ahari,N,8.778,a-ha-ri,3
bortxakeria,N,2.195,bor-txa-ke-ri-a,5
bortxaketa,N,2.195,bor-txa-ke-ta,4
bortxatu,V,7.681,bor-txa-tu,3
bospasei,D,13.99,bos-pa-sei,3
boss,N,0.823,boss,1
aharra,N,0.823,a-ha-rra,3
bost,D,23.866,bost,1
bosteko,N,3.84,bos-te-ko,3
bostun,N,0.823,bos-tun,2
bosturte,G,0.549,bos-tur-te,3
bosturteko,G,0.823,bos-tur-te-ko,4
bota,N,295.439,bo-ta,2
botaka,A,1.646,bo-ta-ka,3
botanika,N,1.646,bo-ta-ni-ka,4
botaniko,G,1.372,bo-ta-ni-ko,4
abentura,N,22.494,a-ben-tu-ra,4
